CC003N1_1	CC003N1_2	CC003P1_1	CC003P1_2	CC003P2_1	CC003P2_2	CC003P3_1	CC003P3_2
0.0291821042986335	0.0337177237402858	0.0285954415384308	0.0233925072730511	0.0442377167630058	0.0407433545048224	0.0271439407917666	0.0331150311608746
0.270546990159755	0.267830283279017	0.274788385728293	0.261236121831028	0.285476878612717	0.259044930604564	0.267380117678414	0.264154431182001
0.618302059678897	0.621929054900978	0.614531847197487	0.638752003799798	0.576246387283237	0.629051987767584	0.628431432847449	0.627601140804901
0.0819688458627146	0.0765229380797192	0.0820843255357893	0.076619367096123	0.0940390173410405	0.0711597271230299	0.0770445086823708	0.0751293968522235
