CC003N1_1	CC003N1_2	CC003P1_1	CC003P1_2	CC003P2_1	CC003P2_2	CC003P3_1	CC003P3_2
0.0155065738592421	0.00997461008342401	0.0184674166843558	0.0139512015241841	0.0148621157323689	0.0140220954230909	0.0161278605158009	0.0100886358723067
0.0609822119102862	0.0528200943054044	0.0633623434514965	0.0554360518714277	0.061369801084991	0.055481364574481	0.054122775154377	0.0456871081645889
0.18662026295437	0.181220529561117	0.186849925705795	0.188863622395673	0.184504972875226	0.191028286997693	0.180457682528151	0.178568854939828
0.342536736272235	0.359584693507436	0.337030354489493	0.349271710405015	0.345784358047016	0.352555542066286	0.346167816926989	0.361821719391799
0.340873936581593	0.351514327167211	0.343982169390788	0.344109151250691	0.351152802893309	0.341265023673668	0.362440973483473	0.364415940044678
0.0534802784222738	0.044885745375408	0.0503077902780726	0.0483682625530084	0.0423259493670886	0.0456476872647809	0.0406828913912096	0.0394177415867983
