CC003N1_1	CC003N1_2	CC003P1_1	CC003P1_2	CC003P2_1	CC003P2_2	CC003P3_2
0.1058736967344	0.107539623759443	0.10866255308919	0.112807653013839	0.108576155406127	0.113965924636239	0.109126376988984
0.327890666583174	0.332230616040422	0.327069476720891	0.324918733166156	0.332105881097236	0.324835219500062	0.327685128518972
0.483061460909859	0.47138695501901	0.479705905921949	0.475954304820284	0.474036716832106	0.477055092650168	0.479957160342717
0.0831741757725665	0.0888428051811254	0.0845620642679702	0.0863193089997214	0.085281246664532	0.0841437632135307	0.0832313341493268
