WGS005N1_1	WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_1	WGS005P2_2	WGS005P3_1	WGS005P3_2
0.0174444912543494	0.0168024439918534	0.0158272647272635	0.0158331860752783	0.0208184097421203	0.0190169275444437	0.018263544916974	0.0188637617209046
0.058559191124842	0.0553917890449137	0.0553507888125088	0.0560876479943453	0.0641714422158548	0.0575465684538565	0.059034672369024	0.0590549733406876
0.168484451309897	0.159743809625898	0.164203088931118	0.169694292277788	0.170084169054441	0.149125292159501	0.165430186126688	0.166010908868052
0.291438468379909	0.299067424161218	0.289558596589677	0.292118748895565	0.295621418338109	0.292726113747433	0.288234523991359	0.29236992094135
0.280469347313892	0.287088648300997	0.279444961675318	0.279961123873476	0.268490329512894	0.286635030809547	0.275600602238757	0.278972850401422
0.141381516328855	0.147952620859685	0.149039013378566	0.14094362961654	0.138341690544413	0.158509809476592	0.151247026991643	0.139363853649568
0.0343428669506468	0.0288616143209347	0.0378527975104899	0.0372503975967485	0.0336079274116523	0.0318365323323182	0.0329049291933056	0.0373230373230373
0.00787966733760864	0.00509164969450102	0.00872348837505899	0.00811097367025976	0.00886461318051576	0.00460372547630852	0.00928451417224901	0.00804069375497947
