WGS005N1_1	WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_1	WGS005P2_2	WGS005P3_1
0	0.0205161664491808	0.0299270072992701	0.0260507511393687	0	0.0223341855918183	0.0285205511443251
0.140152502606882	0.131760185587937	0.145533541883907	0.143175978544234	0.146320834508035	0.135559231964706	0.138165576833255
0.346454640250261	0.333895171813832	0.344768856447689	0.34134173559144	0.347680355856279	0.333308266907304	0.329489724427837
0.409052398331595	0.407242279251849	0.38451511991658	0.394062154203942	0.401027472355355	0.402165739208904	0.391172349369454
0.104340458811262	0.106586196897202	0.0952554744525548	0.095369380521015	0.104971337280331	0.106632576327267	0.112651798225128
