WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_1	WGS005P2_2	WGS005P3_1
0.101153504880213	0.104871794871795	0.107957870099473	0.112765957446809	0.111641221374046	0.112561174551387
0.18944099378882	0.202051282051282	0.196606202457578	0.186170212765957	0.185591603053435	0.191680261011419
0.262644188110027	0.265128205128205	0.264774722059684	0.269148936170213	0.265267175572519	0.260195758564437
0.248890860692103	0.253333333333333	0.244002340550029	0.247340425531915	0.243797709923664	0.243066884176183
0.144631765749778	0.129487179487179	0.133118782913985	0.125	0.138358778625954	0.128058727569331
0.0532386867790594	0.0451282051282051	0.053540081919251	0.0595744680851064	0.0553435114503817	0.0644371941272431
