WGS005N1_1	WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_1	WGS005P2_2	WGS005P3_1	WGS005P3_2
0.0279524807826695	0.0507416081186573	0.0240528543408692	0.0309408545569354	0.0254715460261164	0.0499565595134666	0.0226535028401407	0.0222732897295386
0.0634521313766597	0.0468384074941452	0.0673066997006297	0.0612502631025047	0.063356440432049	0.05125977410947	0.0602515553151204	0.0574509457309528
0.159608665269043	0.153005464480874	0.169195829462166	0.15891391286045	0.169595357085281	0.145525629887055	0.159047876656749	0.158918154498851
0.29937106918239	0.299375487900078	0.307422318571281	0.304567459482214	0.30130581976463	0.287141615986099	0.305247497971328	0.302457132755878
0.390635918937806	0.409445745511319	0.366986683183648	0.386655440959798	0.375947122360148	0.399652476107732	0.391195563970787	0.395792823051087
0.0589797344514326	0.0405932864949258	0.065035614741406	0.0576720690380972	0.0643237143317749	0.0664639443961772	0.061604003245875	0.0631076542336928
