CC003N1	CC003P1	CC003P2	CC003P3
0.0155065738592421	0.0184674166843558	0.0148621157323689	0.0100886358723067
0.0609822119102862	0.0633623434514965	0.061369801084991	0.0456871081645889
0.18662026295437	0.186849925705795	0.184504972875226	0.178568854939828
0.342536736272235	0.337030354489493	0.345784358047016	0.361821719391799
0.340873936581593	0.343982169390788	0.351152802893309	0.364415940044678
0.0534802784222738	0.0503077902780726	0.0423259493670886	0.0394177415867983
