CC003N1	CC003P1	CC003P2	CC003P3
0.129977969835621	0.110057399550786	0.0991735537190083	0.115808626779407
0.305710896458227	0.279760419266284	0.267889538399516	0.305469335331264
0.37129300118624	0.363239331170452	0.388429752066116	0.37964251311142
0.179800033892561	0.219490890940854	0.21608546663979	0.189767740554426
0.0132180986273513	0.0274519590716247	0.0284216891755694	0.00931178422348282
