CC003N1	CC003P1	CC003P2	CC003P3
0.0180533751962323	0.0123541786192389	0	0.0158403202877948
0.0419002765941541	0.0419200611971696	0.04536009860891	0.0521918245379907
0.0999476713762428	0.0994071524192006	0.105934143335094	0.120020888334445
0.185056440158481	0.182903040734366	0.177390385631273	0.189213496184978
0.244711071241683	0.244100210365271	0.232505722838528	0.229104412660652
0.246991104133961	0.24803977816026	0.257263602746962	0.243378107865038
0.13340061299245	0.138879326831134	0.14900510653284	0.123502277408686
0.0299394483067952	0.0323962516733601	0.032540940306392	0.0267486727204154
