WGS004N1	WGS004P1	WGS004P2
0.120860773583156	0.135084033613445	0.117558335551415
0.197198775623783	0.203991596638655	0.200514594978263
0.266023559966608	0.263655462184874	0.265016413805341
0.238475095074668	0.230567226890756	0.240528790701801
0.133939337723773	0.122899159663866	0.138142134681927
0.0435024580280122	0.0438025210084034	0.0382397302812528
