WGS002N1_1	WGS002N1_2	WGS002P1_2	WGS002P2_1	WGS002P2_2
0.0407755143544724	0.0400153720516885	0.0373799058695398	0.0423782703488372	0.0388269907876332
0.139985764159577	0.138684728827401	0.142401493640359	0.150458757267442	0.147904307143202
0.25492322814629	0.257866167074987	0.264615504298106	0.276571584302326	0.275623402305503
0.299054333457615	0.300043233895374	0.298144618616049	0.296920421511628	0.303863406164086
0.210588753686066	0.210933371763463	0.205608930724649	0.195585029069767	0.198355279023779
0.0546724061959801	0.0524571263870875	0.0518495468512972	0.0380859375	0.035426614575797
