WGS005N1	WGS005P1	WGS005P2	WGS005P3
0.0156865795478117	0.0200408239005381	0.016217158800279	0.0141947971962343
0.10371292263016	0.076707181295231	0.0890781213671239	0.0926181188960906
0.259178593652769	0.229959176099462	0.251482213438735	0.25926034548494
0.267086704003319	0.243203748376322	0.276854219948849	0.267032290230812
0.117065961418793	0.127017999628874	0.114304812834225	0.118485497257823
0.0856150176311968	0.105469474856189	0.0839049058358521	0.0830571604539989
0.0848890271727857	0.110108554462795	0.0906184608230644	0.0914449951608646
0.0512601120099564	0.0697021710892559	0.0601894908160893	0.0575710473062146
0.0155050819332089	0.0177908702913342	0.0173506161357824	0.0163357480130217
