WGS005N1	WGS005P1	WGS005P2	WGS005P3
0.0203575291049049	0.0188086680392225	0.0207811717576365	0.0199622722605602
0.0730326356638463	0.0756185225250375	0.0803705558337506	0.0798252107261396
0.201634964056238	0.201835502669505	0.206142547154064	0.214857088278135
0.290635536611744	0.297484035314234	0.293217604184054	0.303756059122711
0.263534575990839	0.259238580451548	0.259834195738051	0.246543613744359
0.125326038552071	0.122029521582859	0.117092305124353	0.117958881539674
0.0254787200203575	0.0249851694175943	0.0225616202080899	0.0170968743284224
