WGS005N1	WGS005P1	WGS005P2	WGS005P3
0.0279524807826695	0.0240528543408692	0.0254715460261164	0.0226535028401407
0.0634521313766597	0.0673066997006297	0.063356440432049	0.0602515553151204
0.159608665269043	0.169195829462166	0.169595357085281	0.159047876656749
0.29937106918239	0.307422318571281	0.30130581976463	0.305247497971328
0.390635918937806	0.366986683183648	0.375947122360148	0.391195563970787
0.0589797344514326	0.065035614741406	0.0643237143317749	0.061604003245875
