	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.00293905461709408	0.0155043404913969	0.0347754439338095
WGS005P1	0.00293905461709408	0	0.0133163584927857	0.0324498198373922
WGS005P2	0.0155043404913969	0.0133163584927857	0	0.0221776327556576
WGS005P3	0.0347754439338095	0.0324498198373922	0.0221776327556576	0
