	WGS005N1_1	WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_1	WGS005P2_2	WGS005P3_1
WGS005N1_1	0	0.0102263592292577	0.0140515047611442	0.0192144319352872	0.0291569320721306	0.0241011763625539	0.0136786170597793
WGS005N1_2	0.0102263592292577	0	0.0143662612348014	0.0190615079313052	0.0276991296063693	0.019411101001425	0.00896768519257038
WGS005P1_1	0.0140515047611442	0.0143662612348014	0	0.00524097053942818	0.0151159784499508	0.011798826591177	0.00709326734082257
WGS005P1_2	0.0192144319352872	0.0190615079313052	0.00524097053942818	0	0.00998167248706952	0.00969853297328003	0.0106802868384622
WGS005P2_1	0.0291569320721306	0.0276991296063693	0.0151159784499508	0.00998167248706952	0	0.0106841937402726	0.0187521887248446
WGS005P2_2	0.0241011763625539	0.019411101001425	0.011798826591177	0.00969853297328003	0.0106841937402726	0	0.0109195397628333
WGS005P3_1	0.0136786170597793	0.00896768519257038	0.00709326734082257	0.0106802868384622	0.0187521887248446	0.0109195397628333	0
