	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0412363136374452	0.0789635633551563	0.0207363372040605
WGS005P1	0.0412363136374452	0	0.0438495881797476	0.0325045098938413
WGS005P2	0.0789635633551563	0.0438495881797476	0	0.0629947668904276
WGS005P3	0.0207363372040605	0.0325045098938413	0.0629947668904276	0
