	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0249693322269084	0.018771875328473	0.0132516510430563
WGS005P1	0.0249693322269084	0	0.0253946923730032	0.0207535462549573
WGS005P2	0.018771875328473	0.0253946923730032	0	0.0165744350891926
WGS005P3	0.0132516510430563	0.0207535462549573	0.0165744350891926	0
