	WGS005N1_1	WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_1	WGS005P3_1
WGS005N1_1	0	0.0410522210533566	0.00782594355497592	0.0346512822014897	0.0453029142044722	0.0192759898411765
WGS005N1_2	0.0410522210533566	0	0.0405614411979147	0.00968771591124208	0.0155973146453179	0.0252355371737094
WGS005P1_1	0.00782594355497592	0.0405614411979147	0	0.0333452712565826	0.0433055548274859	0.0210463601893205
WGS005P1_2	0.0346512822014897	0.00968771591124208	0.0333452712565826	0	0.0146690899006082	0.0195820702428983
WGS005P2_1	0.0453029142044722	0.0155973146453179	0.0433055548274859	0.0146690899006082	0	0.0328187896458809
WGS005P3_1	0.0192759898411765	0.0252355371737094	0.0210463601893205	0.0195820702428983	0.0328187896458809	0
