	WGS005N1_1	WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_1	WGS005P2_2	WGS005P3_1	WGS005P3_2
WGS005N1_1	0	0.099049936248774	0.150718771187346	0.0704483559033307	0.0771350230655641	0.0672272363636778	0.109269689537339	0.125301820428152
WGS005N1_2	0.099049936248774	0	0.0667776032934796	0.03327686860265	0.0438907917491912	0.0485650768139421	0.0343084809957445	0.0414379271648249
WGS005P1_1	0.150718771187346	0.0667776032934796	0	0.0893236890051131	0.109657514799259	0.112792677701302	0.049686183508961	0.0440480732392558
WGS005P1_2	0.0704483559033307	0.03327686860265	0.0893236890051131	0	0.0376876847100535	0.0347675807584714	0.0465498744841458	0.0636878375050032
WGS005P2_1	0.0771350230655641	0.0438907917491912	0.109657514799259	0.0376876847100535	0	0.0140255611802547	0.0724102504152266	0.0783331556068444
WGS005P2_2	0.0672272363636778	0.0485650768139421	0.112792677701302	0.0347675807584714	0.0140255611802547	0	0.0738759687918057	0.0792486605286195
WGS005P3_1	0.109269689537339	0.0343084809957445	0.049686183508961	0.0465498744841458	0.0724102504152266	0.0738759687918057	0	0.0381607684979516
WGS005P3_2	0.125301820428152	0.0414379271648249	0.0440480732392558	0.0636878375050032	0.0783331556068444	0.0792486605286195	0.0381607684979516	0
