	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.00701812541604593	0.192590845712185	0.0135524058290831
WGS005P1	0.00701812541604593	0	0.194861304230259	0.012785701914765
WGS005P2	0.192590845712185	0.194861304230259	0	0.199316084894628
WGS005P3	0.0135524058290831	0.012785701914765	0.199316084894628	0
