	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0290425346757772	0.0239203900308249	0.00977859886530947
WGS005P1	0.0290425346757772	0	0.0338121873560009	0.0346113782189151
WGS005P2	0.0239203900308249	0.0338121873560009	0	0.0187896074036156
WGS005P3	0.00977859886530947	0.0346113782189151	0.0187896074036156	0
