	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0112690877282966	0.0182414295392486	0.0398990187658159
WGS005P1	0.0112690877282966	0	0.0158236997266746	0.0357928505785918
WGS005P2	0.0182414295392486	0.0158236997266746	0	0.0228430381762415
WGS005P3	0.0398990187658159	0.0357928505785918	0.0228430381762415	0
