	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.02259086952936	0.022566168052568	0.0159806246251299
WGS005P1	0.02259086952936	0	0.0115455483336182	0.0230031405404312
WGS005P2	0.022566168052568	0.0115455483336182	0	0.0149186991742197
WGS005P3	0.0159806246251299	0.0230031405404312	0.0149186991742197	0
