	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0223655221356936	0.0196345555727439	0.0171113051653588
WGS005P1	0.0223655221356936	0	0.0309382878240368	0.0144736164668353
WGS005P2	0.0196345555727439	0.0309382878240368	0	0.0238019581230732
WGS005P3	0.0171113051653588	0.0144736164668353	0.0238019581230732	0
