	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0113551057136975	0.0166111064718178	0.0234779085646607
WGS005P1	0.0113551057136975	0	0.0106724612206125	0.0327309093544639
WGS005P2	0.0166111064718178	0.0106724612206125	0	0.0400619957952077
WGS005P3	0.0234779085646607	0.0327309093544639	0.0400619957952077	0
