	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.025493543408246	0.0378404158140026	0.035231016341307
WGS005P1	0.025493543408246	0	0.0178184482847454	0.0175836844359303
WGS005P2	0.0378404158140026	0.0178184482847454	0	0.0178539489314558
WGS005P3	0.035231016341307	0.0175836844359303	0.0178539489314558	0
