	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.00148097264668204	0.00316433883058306	0.00899561413740297
WGS005P1	0.00148097264668204	0	0.00168337045143576	0.0104765100082338
WGS005P2	0.00316433883058306	0.00168337045143576	0	0.0121597630106686
WGS005P3	0.00899561413740297	0.0104765100082338	0.0121597630106686	0
