	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0256694124403871	0.0183904544236462	0.0164942789282986
WGS005P1	0.0256694124403871	0	0.0109758510832397	0.0241719185436736
WGS005P2	0.0183904544236462	0.0109758510832397	0	0.0186961614934626
WGS005P3	0.0164942789282986	0.0241719185436736	0.0186961614934626	0
