	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0158613243523078	0.00792523620854376	0.000965018874337885
WGS005P1	0.0158613243523078	0	0.00870641228351695	0.0152947728855616
WGS005P2	0.00792523620854376	0.00870641228351695	0	0.00766261238565004
WGS005P3	0.000965018874337885	0.0152947728855616	0.00766261238565004	0
