	WGS005N1_1	WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_1	WGS005P2_2	WGS005P3_1
WGS005N1_1	0	0.0397152419946122	0.0763855896283219	0.0735924038589204	0.034803835078843	0.0298438073882577	0.0223164852193685
WGS005N1_2	0.0397152419946122	0	0.112742096797717	0.107810438622514	0.0678619812666441	0.056158294533412	0.0514737015845073
WGS005P1_1	0.0763855896283219	0.112742096797717	0	0.0238830952857911	0.0558943550248701	0.0606495528141834	0.0638061510654086
WGS005P1_2	0.0735924038589204	0.107810438622514	0.0238830952857911	0	0.0491494937153946	0.0561010940733287	0.0593766402344068
WGS005P2_1	0.034803835078843	0.0678619812666441	0.0558943550248701	0.0491494937153946	0	0.0353468746757556	0.0343096375698645
WGS005P2_2	0.0298438073882577	0.056158294533412	0.0606495528141834	0.0561010940733287	0.0353468746757556	0	0.015560753849061
WGS005P3_1	0.0223164852193685	0.0514737015845073	0.0638061510654086	0.0593766402344068	0.0343096375698645	0.015560753849061	0
