	WGS005N1_1	WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_1	WGS005P2_2	WGS005P3_1
WGS005N1_1	0	0.102201855595909	0.124195120949961	0.115312780051747	0.00883440367853764	0.106378886717645	0.121152502159081
WGS005N1_2	0.102201855595909	0	0.0375701625987822	0.0272295522444337	0.10322518772604	0.00767956126913885	0.0267571086807722
WGS005P1_1	0.124195120949961	0.0375701625987822	0	0.0123391588840751	0.123547523315891	0.0311615246334267	0.0274288675259905
WGS005P1_2	0.115312780051747	0.0272295522444337	0.0123391588840751	0	0.11509467721199	0.0216568426535795	0.0258909162237349
WGS005P2_1	0.00883440367853764	0.10322518772604	0.123547523315891	0.11509467721199	0	0.106911210331978	0.121090363644782
WGS005P2_2	0.106378886717645	0.00767956126913885	0.0311615246334267	0.0216568426535795	0.106911210331978	0	0.0200881058950538
WGS005P3_1	0.121152502159081	0.0267571086807722	0.0274288675259905	0.0258909162237349	0.121090363644782	0.0200881058950538	0
