	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.033655087521185	0.0306904215413516	0.027132174738768
WGS005P1	0.033655087521185	0	0.0165936408454848	0.00928948667855913
WGS005P2	0.0306904215413516	0.0165936408454848	0	0.0153611115870638
WGS005P3	0.027132174738768	0.00928948667855913	0.0153611115870638	0
