	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0138851050671242	0.0109776563283113	0.0186059250287773
WGS005P1	0.0138851050671242	0	0.0183090089021124	0.022613216358741
WGS005P2	0.0109776563283113	0.0183090089021124	0	0.0246808663460819
WGS005P3	0.0186059250287773	0.022613216358741	0.0246808663460819	0
