	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.00952650407345051	0.0195898470364947	0.024080234449502
WGS005P1	0.00952650407345051	0	0.01236100090227	0.0177239577928997
WGS005P2	0.0195898470364947	0.01236100090227	0	0.00670179309777055
WGS005P3	0.024080234449502	0.0177239577928997	0.00670179309777055	0
