	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.124195120949961	0.106378886717645	0.121152502159081
WGS005P1	0.124195120949961	0	0.0311615246334267	0.0274288675259905
WGS005P2	0.106378886717645	0.0311615246334267	0	0.0200881058950538
WGS005P3	0.121152502159081	0.0274288675259905	0.0200881058950538	0
