	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0240984882548543	0.00768600631982549	0.0184671519757748
WGS005P1	0.0240984882548543	0	0.0252950051991305	0.01743876047705
WGS005P2	0.00768600631982549	0.0252950051991305	0	0.0192403747304249
WGS005P3	0.0184671519757748	0.01743876047705	0.0192403747304249	0
