	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.00900129572820787	0.0107075057110795	0.00917408594636587
WGS005P1	0.00900129572820787	0	0.0136315435393839	0.0178887830199908
WGS005P2	0.0107075057110795	0.0136315435393839	0	0.0164745024848098
WGS005P3	0.00917408594636587	0.0178887830199908	0.0164745024848098	0
