	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.150718771187346	0.0771350230655641	0.109269689537339
WGS005P1	0.150718771187346	0	0.109657514799259	0.049686183508961
WGS005P2	0.0771350230655641	0.109657514799259	0	0.0724102504152266
WGS005P3	0.109269689537339	0.049686183508961	0.0724102504152266	0
