	WGS005N1_1	WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_1	WGS005P2_2	WGS005P3_1	WGS005P3_2
WGS005N1_1	0	0.0161669806159257	0.0113551057136975	0.00174104348563375	0.0166111064718178	0.011401838963151	0.0234779085646607	0.0338006827945616
WGS005N1_2	0.0161669806159257	0	0.0108682989708908	0.0144287775555882	0.000872388132793928	0.00476640576059733	0.0396332959739623	0.0496924887800284
WGS005P1_1	0.0113551057136975	0.0108682989708908	0	0.0100671635515161	0.0106724612206125	0.00824132641446194	0.0327309093544639	0.044005860154749
WGS005P1_2	0.00174104348563375	0.0144287775555882	0.0100671635515161	0	0.0148704322446469	0.00966419832649417	0.0252151724043037	0.0355176681422805
WGS005P2_1	0.0166111064718178	0.000872388132793928	0.0106724612206125	0.0148704322446469	0	0.00525760315565102	0.0400619957952077	0.0502290535852793
WGS005P2_2	0.011401838963151	0.00476640576059733	0.00824132641446194	0.00966419832649417	0.00525760315565102	0	0.0348728476781424	0.0449810640659198
WGS005P3_1	0.0234779085646607	0.0396332959739623	0.0327309093544639	0.0252151724043037	0.0400619957952077	0.0348728476781424	0	0.0121268077458423
WGS005P3_2	0.0338006827945616	0.0496924887800284	0.044005860154749	0.0355176681422805	0.0502290535852793	0.0449810640659198	0.0121268077458423	0
