	WGS005N1_1	WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_1	WGS005P2_2	WGS005P3_1	WGS005P3_2
WGS005N1_1	0	0.0326104412278875	0.00987129449610406	0.0253366209359072	0.0180154707243877	0.0637605055449382	0.0353539074423843	0.0407502281345778
WGS005N1_2	0.0326104412278875	0	0.0320914704489744	0.0293524737025592	0.0424772692460797	0.0519864535699035	0.0481608170073862	0.0390617679889761
WGS005P1_1	0.00987129449610406	0.0320914704489744	0	0.0215120405601074	0.0140280664671195	0.0594062639556863	0.0300026752572969	0.0347360780015267
WGS005P1_2	0.0253366209359072	0.0293524737025592	0.0215120405601074	0	0.0210597960321294	0.0398635976111945	0.0250706257277045	0.0241319402876226
WGS005P2_1	0.0180154707243877	0.0424772692460797	0.0140280664671195	0.0210597960321294	0	0.0573649910746578	0.0231994290257837	0.0339043919274801
WGS005P2_2	0.0637605055449382	0.0519864535699035	0.0594062639556863	0.0398635976111945	0.0573649910746578	0	0.0506764651686561	0.0357824658010563
WGS005P3_1	0.0353539074423843	0.0481608170073862	0.0300026752572969	0.0250706257277045	0.0231994290257837	0.0506764651686561	0	0.0230700601536701
WGS005P3_2	0.0407502281345778	0.0390617679889761	0.0347360780015267	0.0241319402876226	0.0339043919274801	0.0357824658010563	0.0230700601536701	0
