	WGS005N1_1	WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_1	WGS005P2_2	WGS005P3_1	WGS005P3_2
WGS005N1_1	0	0.0175258608555705	0.02520863445677	0.0215315497913779	0.0137443707925405	0.0112226377878122	0.00656432908176009	0.010954692209185
WGS005N1_2	0.0175258608555705	0	0.0147693754035189	0.0132260946373029	0.0256449970729786	0.00684377156993996	0.0240698993519523	0.01838624260966
WGS005P1_1	0.02520863445677	0.0147693754035189	0	0.00386871659522138	0.0253243792865542	0.0156439346589017	0.0310551174141204	0.0185175138649574
WGS005P1_2	0.0215315497913779	0.0132260946373029	0.00386871659522138	0	0.021612601185325	0.012604821974533	0.0272637191817779	0.0146820269959576
WGS005P2_1	0.0137443707925405	0.0256449970729786	0.0253243792865542	0.021612601185325	0	0.0190167375880015	0.0136273714422037	0.00751503325809335
WGS005P2_2	0.0112226377878122	0.00684377156993996	0.0156439346589017	0.012604821974533	0.0190167375880015	0	0.0177615850960987	0.0120307148510511
WGS005P3_1	0.00656432908176009	0.0240698993519523	0.0310551174141204	0.0272637191817779	0.0136273714422037	0.0177615850960987	0	0.0144205250315
WGS005P3_2	0.010954692209185	0.01838624260966	0.0185175138649574	0.0146820269959576	0.00751503325809335	0.0120307148510511	0.0144205250315	0
