	WGS005N1_1	WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_2	WGS005P3_1	WGS005P3_2
WGS005N1_1	0	0.0327058867174739	0.00701812541604593	0.0173841554140112	0.192590845712185	0.0135524058290831	0.00697845723570808
WGS005N1_2	0.0327058867174739	0	0.0377547680152132	0.0154394397635345	0.201016752355049	0.0294812738449854	0.026854242199356
WGS005P1_1	0.00701812541604593	0.0377547680152132	0	0.0227881612798704	0.194861304230259	0.012785701914765	0.0115070559902822
WGS005P1_2	0.0173841554140112	0.0154394397635345	0.0227881612798704	0	0.196874108095214	0.0173574920823886	0.0122224830484424
WGS005P2_2	0.192590845712185	0.201016752355049	0.194861304230259	0.196874108095214	0	0.199316084894628	0.193511932116083
WGS005P3_1	0.0135524058290831	0.0294812738449854	0.012785701914765	0.0173574920823886	0.199316084894628	0	0.00977146952812146
WGS005P3_2	0.00697845723570808	0.026854242199356	0.0115070559902822	0.0122224830484424	0.193511932116083	0.00977146952812146	0
