	WGS005N1_1	WGS005N1_2	WGS005P1_1	WGS005P1_2	WGS005P2_1	WGS005P2_2	WGS005P3_1
WGS005N1_1	0	0.00228974419262701	0.00433878233049417	0.0158613243523078	0.00648991594649468	0.00792523620854376	0.000965018874337885
WGS005N1_2	0.00228974419262701	0	0.00571600244765812	0.0174817036868641	0.00652138572586833	0.00963170558918947	0.00280586163027746
WGS005P1_1	0.00433878233049417	0.00571600244765812	0	0.0121470799895067	0.00828519879861012	0.00570956329532097	0.00354416580573401
WGS005P1_2	0.0158613243523078	0.0174817036868641	0.0121470799895067	0	0.0161632406515712	0.00870641228351695	0.0152947728855616
WGS005P2_1	0.00648991594649468	0.00652138572586833	0.00828519879861012	0.0161632406515712	0	0.00790473634911041	0.00713051880148272
WGS005P2_2	0.00792523620854376	0.00963170558918947	0.00570956329532097	0.00870641228351695	0.00790473634911041	0	0.00766261238565004
WGS005P3_1	0.000965018874337885	0.00280586163027746	0.00354416580573401	0.0152947728855616	0.00713051880148272	0.00766261238565004	0
