	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.00282714728287273	0.00720024030614533	0.0183422252533933
WGS005P1	0.00282714728287273	0	0.0100272888076123	0.0155154558289646
WGS005P2	0.00720024030614533	0.0100272888076123	0	0.0255408628865011
WGS005P3	0.0183422252533933	0.0155154558289646	0.0255408628865011	0
