	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.00932356231207476	0.00716775095269546	0.0184210092872482
WGS005P1	0.00932356231207476	0	0.0121926789800477	0.0229281800175503
WGS005P2	0.00716775095269546	0.0121926789800477	0	0.0132929411668692
WGS005P3	0.0184210092872482	0.0229281800175503	0.0132929411668692	0
