	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0152832557561584	0.0185334630598765	0.0145567834039497
WGS005P1	0.0152832557561584	0	0.0292399326763878	0.0159701509826443
WGS005P2	0.0185334630598765	0.0292399326763878	0	0.0210175604567121
WGS005P3	0.0145567834039497	0.0159701509826443	0.0210175604567121	0
