	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0192144319352872	0.0241011763625539	0.0136786170597793
WGS005P1	0.0192144319352872	0	0.00969853297328003	0.0106802868384622
WGS005P2	0.0241011763625539	0.00969853297328003	0	0.0109195397628333
WGS005P3	0.0136786170597793	0.0106802868384622	0.0109195397628333	0
