	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.00968771591124208	0.0155973146453179	0.0252355371737094
WGS005P1	0.00968771591124208	0	0.0146690899006082	0.0195820702428983
WGS005P2	0.0155973146453179	0.0146690899006082	0	0.0328187896458809
WGS005P3	0.0252355371737094	0.0195820702428983	0.0328187896458809	0
