	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0270650894177364	0.017009407795026	0.0316533490567128
WGS005P1	0.0270650894177364	0	0.0295928840137443	0.039071033865584
WGS005P2	0.017009407795026	0.0295928840137443	0	0.021160304976895
WGS005P3	0.0316533490567128	0.039071033865584	0.021160304976895	0
