	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0330096557833253	0.0243221900242016	0.0273880948736251
WGS005P1	0.0330096557833253	0	0.0164618576634551	0.0154342707907312
WGS005P2	0.0243221900242016	0.0164618576634551	0	0.0129066644562376
WGS005P3	0.0273880948736251	0.0154342707907312	0.0129066644562376	0
