	WGS005N1	WGS005P1	WGS005P2	WGS005P3
WGS005N1	0	0.0172608912874243	0.00978467190490372	0.025211526035837
WGS005P1	0.0172608912874243	0	0.0140331668419663	0.020358868691951
WGS005P2	0.00978467190490372	0.0140331668419663	0	0.0255791883478787
WGS005P3	0.025211526035837	0.020358868691951	0.0255791883478787	0
