WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P1_2	WGS004P2_1	WGS004P2_2
0.0437841115827774	0.0581283495946132	0.0498217883155122	0.042648709315376	0.0534985643040653	0.050121541845121
0.318859915100061	0.324584306719802	0.32620486595382	0.322811447811448	0.316910986852048	0.316934830420187
0.561431170406307	0.548440291328844	0.548891988222532	0.557800224466891	0.554934260238779	0.556893158930432
0.0759248029108551	0.0688470523567404	0.0750813575081358	0.0767396184062851	0.0746561886051081	0.0760504688042598
