WGS004N1_1	WGS004P1_1	WGS004P1_2	WGS004P2_1	WGS004P2_2
0.0982192235372193	0.101370597500084	0.0987361217792054	0.102049059929495	0.0994127516778524
0.700328134793349	0.696927046680741	0.709820077741312	0.703767626321974	0.694271332694152
0.168086126165985	0.165845648604269	0.160812792402765	0.161464453584019	0.172908676893576
0.0333665155034473	0.0358567072149057	0.0306310080767172	0.0327188601645123	0.0334072387344199
