WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P2_1
0.0611650485436893	0.0641025641025641	0.0661605206073753	0.06171875
0.177669902912621	0.178321678321678	0.176789587852495	0.178125
0.215533980582524	0.213286713286713	0.209327548806941	0.2109375
0.545631067961165	0.544289044289044	0.547722342733189	0.54921875
