WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P1_2	WGS004P2_1	WGS004P2_2
0.026217008797654	0.0222203865851644	0.0254222430015779	0.0253732440979628	0.0300385630200934	0.0285417073012158
0.14099706744868	0.142656533950107	0.145052889953831	0.147385452673384	0.146691698802517	0.150380339379754
0.341231671554252	0.355278374359822	0.347437321021565	0.346914760608958	0.352242744063325	0.353228008582017
0.387624633431085	0.38633735337849	0.38197650634095	0.390233139663161	0.380505378526487	0.375268188024186
0.103929618768328	0.0935073517264167	0.100111039682076	0.0900934029565345	0.0905216155875787	0.0925817567128275
