WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P1_2	WGS004P2_1	WGS004P2_2
0.0285976862363499	0.0171431762340853	0.0218380345768881	0.0167523192952012	0.0199347427703035	0.0215783812852917
0.192128878797708	0.186508822872459	0.185662855560391	0.180804912233865	0.180842980378134	0.188760419467599
0.379230187047248	0.38407415680143	0.382402975036595	0.393846359207101	0.382022974120592	0.387738639419199
0.208509028003027	0.214205941478669	0.209122918067809	0.212507508509644	0.212130693246324	0.20522990051089
0.177046167153206	0.187513960241233	0.189460774617241	0.187412400720817	0.189603539981227	0.185466523258941
0.0144880527624608	0.0105539423721242	0.0115124421410769	0.00867650003337115	0.0154650695034193	0.0112261360580801
