WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P1_2	WGS004P2_1	WGS004P2_2
0.015284046692607	0.0133172591678816	0.0131763124988335	0.014260687832314	0.0141879221923503	0.0134480454393585
0.028295719844358	0.0285970617920825	0.027621731583957	0.0287979838337892	0.0311095045523349	0.028566655529569
0.0456964980544747	0.0495121677694292	0.0470875870177862	0.0491747856286689	0.0516910286243589	0.0484463748747077
0.0688249027237354	0.07084781877313	0.070472742203393	0.0672157851061868	0.0735151254998531	0.0707205702194008
0.108793774319066	0.107771672087025	0.107388813198708	0.113808894489351	0.103562795111041	0.10123621784163
0.142941634241245	0.142957272625322	0.139228457848864	0.143744045240803	0.132232338522016	0.135482793184096
0.145587548638132	0.151676572838399	0.147085720684571	0.154162952945877	0.144883988884621	0.146257935182092
0.14315953307393	0.145116070427274	0.137959351262574	0.143067891938409	0.13677337731288	0.143223076066377
0.117291828793774	0.116210608949198	0.118904089136074	0.118203890954913	0.12012290174638	0.124958235883729
0.082272373540856	0.0733150162610744	0.0858699912282339	0.0730245566585733	0.0870478729412828	0.0864517206815904
0.056715953307393	0.0559324885051026	0.0599466228700472	0.0535697820942312	0.0604568149470212	0.0564650851987972
0.0320622568093385	0.0319894583380061	0.0330900879042944	0.029996619233488	0.0324424462869665	0.0342187325982849
0.0130739299610895	0.012756532466076	0.0121684925626621	0.0109721240433967	0.0119738833788943	0.0105245573003675
