WGS004N1_1	WGS004N1_2	WGS004P1_1	WGS004P2_1	WGS004P2_2
0.162859248341931	0.141424272818455	0.147317073170732	0.150584795321637	0.138613861386139
0.271186440677966	0.266800401203611	0.282926829268293	0.271198830409357	0.271727172717272
0.480471628592483	0.497492477432297	0.482926829268293	0.486111111111111	0.506050605060506
0.0854826823876197	0.0942828485456369	0.0868292682926829	0.0921052631578947	0.0836083608360836
