	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0238533941467574	0.120205799669396	0.0145950746430347
CC003P1	0.0238533941467574	0	0.13795778922115	0.0304585845696233
CC003P2	0.120205799669396	0.13795778922115	0	0.116923730264477
CC003P3	0.0145950746430347	0.0304585845696233	0.116923730264477	0
