	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0314597039483756	0.225684218572241	0.112053635744406
CC003P1	0.0314597039483756	0	0.234619865460077	0.122848798077652
CC003P2	0.225684218572241	0.234619865460077	0	0.120679946737447
CC003P3	0.112053635744406	0.122848798077652	0.120679946737447	0
