	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.00427017134100317	0.0458145934810725	0.0108638890197539
CC003P1	0.00427017134100317	0	0.0450738279902396	0.0127979385319505
CC003P2	0.0458145934810725	0.0450738279902396	0	0.0559463716094935
CC003P3	0.0108638890197539	0.0127979385319505	0.0559463716094935	0
