	CC003N1_1	CC003N1_2	CC003P1_1	CC003P1_2	CC003P2_1	CC003P3_1	CC003P3_2
CC003N1_1	0	0.0370199382105309	0.0119726703876747	0.00627300360563022	0.0235789994424931	0.0129498930176352	0.0206594130126441
CC003N1_2	0.0370199382105309	0	0.0366006983157293	0.0367117521813256	0.0414421049942708	0.0370320286891999	0.0389743065311384
CC003P1_1	0.0119726703876747	0.0366006983157293	0	0.0108071299518333	0.030851499892138	0.00266917305501906	0.0181394735521851
CC003P1_2	0.00627300360563022	0.0367117521813256	0.0108071299518333	0	0.0248842039865912	0.011570620440853	0.017040156302326
CC003P2_1	0.0235789994424931	0.0414421049942708	0.030851499892138	0.0248842039865912	0	0.0330931451084719	0.0413033010335789
CC003P3_1	0.0129498930176352	0.0370320286891999	0.00266917305501906	0.011570620440853	0.0330931451084719	0	0.0161154759472264
CC003P3_2	0.0206594130126441	0.0389743065311384	0.0181394735521851	0.017040156302326	0.0413033010335789	0.0161154759472264	0
